filename,emotion,label
image_06637.jpg,angry,1
image_06638.jpg,angry,1
image_06639.jpg,disgust,6
image_06641.jpg,neutral,7
image_06642.jpg,sad,2
image_06643.jpg,sad,2
image_06644.jpg,sad,2
image_06646.jpg,fear,4
image_06647.jpg,neutral,7
image_06649.jpg,angry,1
image_06650.jpg,disgust,6
image_06651.jpg,fear,4
image_06653.jpg,neutral,7
image_06656.jpg,sad,2
image_06658.jpg,neutral,7
image_06659.jpg,disgust,6
image_06660.jpg,disgust,6
image_06661.jpg,sad,2
image_06662.jpg,angry,1
image_06663.jpg,fear,4
image_06665.jpg,sad,2
image_06667.jpg,happy,3
image_06669.jpg,neutral,7
image_06670.jpg,neutral,7
image_06673.jpg,angry,1
image_06674.jpg,sad,2
image_06676.jpg,neutral,7
image_06677.jpg,disgust,6
image_06679.jpg,disgust,6
image_06680.jpg,disgust,6
image_06681.jpg,happy,3
image_06682.jpg,disgust,6
image_06683.jpg,disgust,6
image_06684.jpg,neutral,7
image_06686.jpg,fear,4
image_06687.jpg,sad,2
image_06688.jpg,sad,2
image_06689.jpg,sad,2
image_06690.jpg,fear,4
image_06691.jpg,angry,1
image_06693.jpg,sad,2
image_06694.jpg,fear,4
image_06695.jpg,neutral,7
image_06696.jpg,fear,4
image_06698.jpg,sad,2
image_06701.jpg,neutral,7
image_06702.jpg,disgust,6
image_06703.jpg,neutral,7
image_06704.jpg,disgust,6
image_06705.jpg,fear,4
image_06706.jpg,neutral,7
image_06707.jpg,sad,2
image_06708.jpg,neutral,7
image_06709.jpg,sad,2
image_06710.jpg,fear,4
image_06711.jpg,sad,2
image_06712.jpg,sad,2
image_06713.jpg,neutral,7
image_06714.jpg,sad,2
image_06715.jpg,disgust,6
image_06716.jpg,neutral,7
image_06717.jpg,angry,1
image_06718.jpg,angry,1
image_06719.jpg,sad,2
image_06720.jpg,neutral,7
image_06721.jpg,sad,2
image_06722.jpg,fear,4
image_06723.jpg,angry,1
image_06725.jpg,fear,4
image_06726.jpg,sad,2
image_06728.jpg,disgust,6
image_06729.jpg,angry,1
image_06730.jpg,sad,2
image_06731.jpg,neutral,7
image_06732.jpg,fear,4
image_06733.jpg,neutral,7
image_06734.jpg,angry,1
image_06738.jpg,angry,1
image_06739.jpg,fear,4
image_06740.jpg,neutral,7
image_06741.jpg,happy,3
image_06744.jpg,neutral,7
image_06746.jpg,fear,4
image_06750.jpg,sad,2
image_06751.jpg,angry,1
image_06752.jpg,disgust,6
image_06753.jpg,sad,2
image_06754.jpg,sad,2
image_06755.jpg,sad,2
image_06756.jpg,angry,1
image_06758.jpg,fear,4
image_06759.jpg,disgust,6
image_06761.jpg,neutral,7
image_06764.jpg,angry,1
image_06765.jpg,sad,2
image_06766.jpg,angry,1
image_06769.jpg,neutral,7
image_06771.jpg,disgust,6
image_06772.jpg,sad,2
image_06773.jpg,disgust,6
image_06774.jpg,neutral,7
image_06775.jpg,sad,2
image_06776.jpg,neutral,7
image_06778.jpg,happy,3
image_06782.jpg,sad,2
image_06783.jpg,neutral,7
image_06784.jpg,disgust,6
image_06785.jpg,neutral,7
image_06786.jpg,sad,2
image_06787.jpg,fear,4
image_06789.jpg,neutral,7
image_06790.jpg,neutral,7
image_06792.jpg,neutral,7
image_06793.jpg,neutral,7
image_06794.jpg,disgust,6
image_06796.jpg,disgust,6
image_06797.jpg,happy,3
image_06800.jpg,neutral,7
image_06801.jpg,fear,4
image_06802.jpg,fear,4
image_06803.jpg,angry,1
image_06804.jpg,disgust,6
image_06805.jpg,fear,4
image_06806.jpg,disgust,6
image_06807.jpg,angry,1
image_06808.jpg,neutral,7
image_06809.jpg,neutral,7
image_06811.jpg,sad,2
image_06812.jpg,angry,1
image_06813.jpg,disgust,6
image_06815.jpg,neutral,7
image_06816.jpg,fear,4
image_06818.jpg,sad,2
image_06820.jpg,angry,1
image_06821.jpg,sad,2
image_06822.jpg,sad,2
image_06825.jpg,sad,2
image_06826.jpg,sad,2
image_06827.jpg,fear,4
image_06829.jpg,fear,4
image_06831.jpg,sad,2
image_06832.jpg,fear,4
image_06833.jpg,fear,4
image_06834.jpg,neutral,7
image_06835.jpg,neutral,7
image_06837.jpg,angry,1
image_06839.jpg,happy,3
image_06842.jpg,disgust,6
image_06843.jpg,disgust,6
image_06844.jpg,neutral,7
image_06845.jpg,fear,4
image_06847.jpg,fear,4
image_06849.jpg,sad,2
image_06850.jpg,fear,4
image_06852.jpg,angry,1
image_06853.jpg,sad,2
image_06854.jpg,disgust,6
image_06855.jpg,fear,4
image_06857.jpg,neutral,7
image_06858.jpg,angry,1
image_06859.jpg,neutral,7
image_06860.jpg,fear,4
image_06861.jpg,neutral,7
image_06863.jpg,happy,3
image_06864.jpg,fear,4
image_06865.jpg,happy,3
image_06866.jpg,neutral,7
image_06867.jpg,disgust,6
image_06868.jpg,fear,4
image_06869.jpg,sad,2
image_06871.jpg,sad,2
image_06872.jpg,sad,2
image_06875.jpg,neutral,7
image_06876.jpg,happy,3
image_06877.jpg,neutral,7
image_06879.jpg,disgust,6
image_06882.jpg,happy,3
image_06883.jpg,sad,2
image_06884.jpg,sad,2
image_06885.jpg,neutral,7
image_06886.jpg,disgust,6
image_06887.jpg,angry,1
image_06891.jpg,disgust,6
image_06892.jpg,fear,4
image_06893.jpg,sad,2
image_06896.jpg,fear,4
image_06897.jpg,angry,1
image_06898.jpg,disgust,6
image_06900.jpg,happy,3
image_06906.jpg,disgust,6
image_06909.jpg,sad,2
image_06911.jpg,neutral,7
image_06912.jpg,fear,4
image_06913.jpg,neutral,7
image_06914.jpg,fear,4
image_06915.jpg,angry,1
image_06917.jpg,neutral,7
image_06919.jpg,sad,2
image_06920.jpg,angry,1
image_06921.jpg,disgust,6
image_06922.jpg,fear,4
image_06923.jpg,disgust,6
image_06925.jpg,sad,2
image_06927.jpg,fear,4
image_06928.jpg,sad,2
image_06930.jpg,disgust,6
image_06931.jpg,neutral,7
image_06932.jpg,neutral,7
image_06933.jpg,neutral,7
image_06934.jpg,sad,2
image_06935.jpg,disgust,6
image_06936.jpg,angry,1
image_06937.jpg,neutral,7
image_06938.jpg,fear,4
image_06940.jpg,happy,3
image_06941.jpg,fear,4
image_06942.jpg,sad,2
image_06943.jpg,angry,1
image_06944.jpg,neutral,7
image_06945.jpg,angry,1
image_06947.jpg,disgust,6
image_06948.jpg,neutral,7
image_06949.jpg,sad,2
image_06950.jpg,sad,2
image_06951.jpg,angry,1
image_06953.jpg,fear,4
image_06954.jpg,disgust,6
image_06956.jpg,fear,4
image_06957.jpg,sad,2
image_06960.jpg,neutral,7
image_06961.jpg,sad,2
image_06963.jpg,fear,4
image_06964.jpg,sad,2
image_06965.jpg,sad,2
image_06966.jpg,disgust,6
image_06967.jpg,disgust,6
image_06968.jpg,disgust,6
image_06969.jpg,sad,2
image_06970.jpg,disgust,6
image_06972.jpg,neutral,7
image_06973.jpg,disgust,6
image_06974.jpg,neutral,7
image_06975.jpg,sad,2
image_06976.jpg,angry,1
image_06977.jpg,neutral,7
image_06978.jpg,angry,1
image_06979.jpg,disgust,6
image_06981.jpg,fear,4
image_06982.jpg,disgust,6
image_06983.jpg,happy,3
image_06984.jpg,disgust,6
image_06987.jpg,disgust,6
image_06988.jpg,neutral,7
image_06989.jpg,sad,2
image_06990.jpg,neutral,7
image_06991.jpg,fear,4
image_06993.jpg,fear,4
image_06994.jpg,sad,2
image_06996.jpg,sad,2
image_06997.jpg,sad,2
image_06999.jpg,angry,1
image_07001.jpg,angry,1
image_07002.jpg,neutral,7
image_07003.jpg,sad,2
image_07004.jpg,sad,2
image_07005.jpg,sad,2
image_07006.jpg,fear,4
image_07008.jpg,sad,2
image_07009.jpg,happy,3
image_07010.jpg,happy,3
image_07011.jpg,disgust,6
image_07012.jpg,fear,4
image_07014.jpg,neutral,7
image_07015.jpg,angry,1
image_07018.jpg,sad,2
image_07019.jpg,fear,4
image_07020.jpg,fear,4
image_07022.jpg,neutral,7
image_07023.jpg,sad,2
image_07026.jpg,fear,4
image_07028.jpg,neutral,7
image_07030.jpg,fear,4
image_07031.jpg,neutral,7
image_07032.jpg,happy,3
image_07033.jpg,fear,4
image_07036.jpg,neutral,7
image_07037.jpg,fear,4
image_07039.jpg,fear,4
image_07041.jpg,sad,2
image_07042.jpg,neutral,7
image_07044.jpg,sad,2
image_07046.jpg,neutral,7
image_07047.jpg,sad,2
image_07049.jpg,disgust,6
image_07050.jpg,sad,2
image_07051.jpg,neutral,7
image_07052.jpg,neutral,7
image_07053.jpg,neutral,7
image_07054.jpg,fear,4
image_07055.jpg,fear,4
image_07056.jpg,neutral,7
image_07057.jpg,angry,1
image_07059.jpg,angry,1
image_07060.jpg,disgust,6
image_07061.jpg,sad,2
image_07062.jpg,happy,3
image_07063.jpg,angry,1
image_07066.jpg,disgust,6
image_07067.jpg,fear,4
image_07069.jpg,neutral,7
image_07070.jpg,angry,1
image_07071.jpg,sad,2
image_07072.jpg,disgust,6
image_07073.jpg,sad,2
image_07075.jpg,disgust,6
image_07077.jpg,neutral,7
image_07078.jpg,fear,4
image_07079.jpg,sad,2
image_07080.jpg,happy,3
image_07081.jpg,neutral,7
image_07082.jpg,neutral,7
image_07084.jpg,disgust,6
image_07086.jpg,sad,2
image_07088.jpg,sad,2
image_07090.jpg,disgust,6
image_07091.jpg,neutral,7
image_07092.jpg,neutral,7
image_07093.jpg,happy,3
image_07094.jpg,fear,4
image_07096.jpg,fear,4
image_07098.jpg,angry,1
image_07100.jpg,angry,1
image_07101.jpg,fear,4
image_07102.jpg,angry,1
image_07103.jpg,fear,4
image_07104.jpg,angry,1
image_07106.jpg,disgust,6
image_07108.jpg,sad,2
image_07109.jpg,neutral,7
image_07111.jpg,happy,3
image_07112.jpg,disgust,6
image_07113.jpg,disgust,6
image_07115.jpg,fear,4
image_07116.jpg,fear,4
image_07117.jpg,neutral,7
image_07121.jpg,fear,4
image_07122.jpg,sad,2
image_07124.jpg,neutral,7
image_07126.jpg,fear,4
image_07127.jpg,disgust,6
image_07129.jpg,sad,2
image_07130.jpg,sad,2
image_07131.jpg,neutral,7
image_07134.jpg,fear,4
image_07135.jpg,angry,1
image_07136.jpg,neutral,7
image_07137.jpg,sad,2
image_07138.jpg,disgust,6
image_07140.jpg,fear,4
image_07146.jpg,sad,2
image_07147.jpg,fear,4
image_07149.jpg,neutral,7
image_07150.jpg,neutral,7
image_07151.jpg,sad,2
image_07152.jpg,fear,4
image_07154.jpg,fear,4
image_07155.jpg,angry,1
image_07156.jpg,fear,4
image_07157.jpg,happy,3
image_07158.jpg,fear,4
image_07159.jpg,disgust,6
image_07160.jpg,fear,4
image_07161.jpg,neutral,7
image_07162.jpg,disgust,6
image_07164.jpg,sad,2
image_07165.jpg,angry,1
image_07166.jpg,fear,4
image_07167.jpg,angry,1
image_07170.jpg,angry,1
image_07171.jpg,angry,1
image_07172.jpg,disgust,6
image_07173.jpg,neutral,7
image_07175.jpg,neutral,7
image_07176.jpg,sad,2
image_07177.jpg,sad,2
image_07179.jpg,sad,2
image_07180.jpg,angry,1
image_07181.jpg,fear,4
image_07183.jpg,fear,4
image_07184.jpg,sad,2
image_07185.jpg,angry,1
image_07187.jpg,sad,2
image_07188.jpg,sad,2
image_07189.jpg,fear,4
image_07190.jpg,neutral,7
image_07191.jpg,neutral,7
image_07192.jpg,disgust,6
image_07193.jpg,disgust,6
image_07195.jpg,fear,4
image_07196.jpg,sad,2
image_07198.jpg,angry,1
image_07199.jpg,neutral,7
image_07201.jpg,fear,4
image_07202.jpg,neutral,7
image_07203.jpg,fear,4
image_07204.jpg,sad,2
image_07205.jpg,sad,2
image_07206.jpg,fear,4
image_07207.jpg,happy,3
image_07209.jpg,fear,4
image_07210.jpg,sad,2
image_07211.jpg,fear,4
image_07212.jpg,sad,2
image_07213.jpg,fear,4
image_07214.jpg,sad,2
image_07215.jpg,neutral,7
image_07217.jpg,sad,2
image_07218.jpg,neutral,7
image_07219.jpg,neutral,7
image_07220.jpg,disgust,6
image_07221.jpg,sad,2
image_07222.jpg,angry,1
image_07223.jpg,disgust,6
image_07224.jpg,neutral,7
image_07225.jpg,happy,3
image_07226.jpg,angry,1
image_07229.jpg,fear,4
image_07230.jpg,angry,1
image_07231.jpg,sad,2
image_07232.jpg,neutral,7
image_07235.jpg,angry,1
image_07237.jpg,neutral,7
image_07238.jpg,neutral,7
image_07239.jpg,angry,1
image_07241.jpg,angry,1
image_07242.jpg,fear,4
image_07243.jpg,neutral,7
image_07244.jpg,fear,4
image_07245.jpg,sad,2
image_07246.jpg,sad,2
image_07247.jpg,fear,4
image_07250.jpg,fear,4
image_07251.jpg,disgust,6
image_07252.jpg,neutral,7
image_07253.jpg,neutral,7
image_07255.jpg,fear,4
image_07256.jpg,disgust,6
image_07257.jpg,neutral,7
image_07258.jpg,sad,2
image_07259.jpg,disgust,6
image_07260.jpg,neutral,7
image_07261.jpg,angry,1
image_07265.jpg,fear,4
image_07266.jpg,sad,2
