filename,emotion
pablo-picasso_45.jpg,happy
pablo-picasso_115.jpg,neutral
pavel-filonov_11.jpg,neutral
pablo-picasso_81.jpg,neutral
paul-serusier_4.jpg,neutral
ramon-casas_4.jpg,surprised
pablo-picasso_172.jpg,disgust
paula-modersohn-becker_9.jpg,fear
richard-gerstl_1.jpg,happy
prudence-heward_5.jpg,disgust
pablo-picasso_170.jpg,disgust
paula-modersohn-becker_20.jpg,neutral
pablo-picasso_163.jpg,happy
pablo-picasso_138.jpg,neutral
theo-van-doesburg_4.jpg,neutral
theo-van-rysselberghe_27.jpg,neutral
solomon-joseph-solomon_1.jpg,happy
robert-lewis-reid_2.jpg,neutral
robert-henri_173.jpg,happy
robert-henri_63.jpg,neutral
robert-henri_182.jpg,happy
roderic-oconor_13.jpg,neutral
robert-henri_104.jpg,happy
robert-henri_19.jpg,neutral
sirak-skitnik_0.jpg,neutral
samuel-peploe_9.jpg,neutral
theo-van-rysselberghe_43.jpg,neutral
theo-van-rysselberghe_33.jpg,happy
richard-gerstl_48.jpg,sad
robert-henri_174.jpg,disgust
santiago-rusinol_0.jpg,neutral
theo-van-rysselberghe_8.jpg,angry
umberto-boccioni_18.jpg,happy
theo-van-doesburg_6.jpg,fear
richard-gerstl_5.jpg,neutral
robert-henri_163.jpg,happy
robert-lewis-reid_30.jpg,neutral
spyros-papaloukas_2.jpg,neutral
stefan-luchian_9.jpg,happy
stefan-luchian_10.jpg,neutral
theo-van-rysselberghe_65.jpg,fear
samuel-mutzner_0.jpg,neutral
theodor-severin-kittelsen_3.jpg,happy
samuel-peploe_6.jpg,happy
stefan-luchian_7.jpg,happy
solomon-joseph-solomon_13.jpg,neutral
solomon-joseph-solomon_17.jpg,happy
robert-henri_166.jpg,happy
theo-van-rysselberghe_63.jpg,angry
robert-henri_168.jpg,neutral
robert-henri_119.jpg,happy
robert-henri_88.jpg,neutral
spyros-papaloukas_0.jpg,fear
theo-van-rysselberghe_6.jpg,neutral
robert-henri_87.jpg,happy
robert-henri_145.jpg,happy
robert-henri_130.jpg,neutral
robert-henri_22.jpg,happy
theo-van-doesburg_1.jpg,neutral
robert-henri_171.jpg,happy
theo-van-doesburg_16.jpg,neutral
samuel-peploe_21.jpg,happy
thomas-hart-benton_1.jpg,disgust
robert-henri_33.jpg,happy
stefan-luchian_12.jpg,neutral
robert-henri_11.jpg,happy
robert-henri_84.jpg,happy
robert-henri_80.jpg,neutral
solomon-joseph-solomon_12.jpg,disgust
robert-henri_138.jpg,happy
theodor-severin-kittelsen_2.jpg,happy
robert-henri_2.jpg,sad
theo-van-rysselberghe_62.jpg,angry
samuel-peploe_3.jpg,happy
theo-van-rysselberghe_46.jpg,fear
robert-henri_172.jpg,neutral
solomon-joseph-solomon_15.jpg,disgust
robert-henri_158.jpg,happy
samuel-peploe_22.jpg,happy
robert-henri_59.jpg,neutral
robert-henri_51.jpg,fear
theo-van-rysselberghe_35.jpg,surprised
stanley-spencer_0.jpg,neutral
robert-henri_98.jpg,disgust
romualdo-locatelli_10.jpg,happy
stefan-luchian_4.jpg,disgust
samuel-peploe_8.jpg,disgust
solomon-joseph-solomon_7.jpg,happy
theo-van-rysselberghe_26.jpg,neutral
theo-van-rysselberghe_25.jpg,surprised
robert-henri_167.jpg,happy
tarsila-do-amaral_0.jpg,neutral
robert-henri_179.jpg,happy
theo-van-rysselberghe_48.jpg,surprised
theo-van-rysselberghe_54.jpg,neutral
robert-falk_2.jpg,surprised
theo-van-rysselberghe_0.jpg,disgust
robert-henri_55.jpg,happy
robert-henri_85.jpg,happy
stefan-luchian_6.jpg,neutral
stefan-luchian_11.jpg,neutral
robert-henri_157.jpg,neutral
sandor-bortnyik_0.jpg,neutral
theophile-steinlen_19.jpg,happy
robert-henri_131.jpg,neutral
robert-henri_40.jpg,neutral
theo-van-rysselberghe_5.jpg,neutral
santiago-rusinol_5.jpg,neutral
robert-falk_4.jpg,disgust
roderic-oconor_14.jpg,happy
rodolfo-amoedo_3.jpg,neutral
solomon-joseph-solomon_6.jpg,surprised
